id	name	source	fleet_status	snapshot_class	decision_rule	confidence	storage_bound	blockers	promotion_gates	fallback_path	fallback_admission	canary_ids
forge:ipec-spatialvla-4b-224-sft-bridge@4b-224-sft-bridge	IPEC SpatialVLA 4B SFT Bridge	forge-manifests	active	unresolved	R05-closed-image	high	false	access-gate:no-public-image-reference;no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
forge:laion-clap-htsat-fused-zero-shot-audio@hf365dea6-transformers53-20260706	LAION CLAP HTSAT Fused Zero-Shot Audio	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:lightricks-ltx-2-3-sglang@2.3-one-stage	LTX-2.3	forge-manifests	active	unresolved	R07-unassessed	low	true	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK;G-STORAGE	conventional-pull-and-load	measurement-required	
forge:lokeshch19-modernpubmedbert-tei-cuda-1-9@hf-810bc50-tei-cuda-1-9-3-preflight	ModernPubMedBERT Embeddings	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:longsafari-hyenadna-medium-450k-dna-embedding@hf-main-hyenadna-medium-450k-20260606	HyenaDNA Medium 450k DNA Embeddings	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:m42-health-llama3-med42-8b-vllm-cuda13@hf-ceab7e7-vllm-0-21-0-cuda13	Llama3 Med42 8B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:microsoft-bioemu-v1-1@bioemu-v1-1-bioemu-1-3-1-wrapper	BioEmu v1.1	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:microsoft-fara-7b-vllm-cuda12-8@vllm-0-10-2-cuda12-8-vision-chat-probe	Fara-7B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:microsoft-fara-7b-vllm-cuda13@vllm-0-21-0-cuda13-vision-chat-probe	Fara-7B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:microsoft-phi-4-mini-instruct-nim@nim-1-12-0	Microsoft Phi-4 Mini Instruct	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:microsoft-phi-4-mini-reasoning-vllm-cuda13@vllm-0-21-0-cuda13	Microsoft Phi-4 Mini Reasoning	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:mistralai-devstral-small-2507-vllm-cuda13@vllm-0-22-0-cuda13-tp1	Devstral Small 1.1 2507	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:mistralai-ministral-3-3b-instruct-2512-vllm-cuda13@vllm-0-22-0-cuda13	Ministral 3 3B Instruct 2512	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:mistralai-mistral-small-3-2-24b-instruct-2506-nim@nim-1-3-1	Mistral Small 3.2 24B Instruct 2506	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:mit-ast-finetuned-audioset-10-10-0-4593-wrapper-cuda12@hf-f826b80-wrapper-cuda12-safetensors	MIT AST AudioSet Classifier	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:mit-diffdock-nim@nim-2-2-0-regional-mirror-onboarding	MIT DiffDock NIM	forge-manifests	active	unresolved	R06-family-proven	medium	false	digest-rebind-required	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:mixedbread-ai-mxbai-embed-large-v1-tei-cuda-1-9@tei-cuda-1-9-3	Mixedbread Embed Large v1	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:motus-robotics-motus@stage2-pretrained	Motus Robotics Motus	forge-manifests	active	unresolved	R05-closed-image	high	false	access-gate:no-public-image-reference;no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
forge:ncbi-medcpt-article-encoder-wrapper-cuda12@hf-d05a736-wrapper-cuda12-pair-tokenizer-ack	MedCPT Article Encoder	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:ncbi-medcpt-cross-encoder-tei-cuda-1-9@hf-71caf65-tei-cuda-1-9-3-preflight	MedCPT Cross Encoder	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:ncbi-medcpt-cross-encoder-wrapper-cuda12@hf-71caf65-wrapper-cuda12-safe-state-dict	MedCPT Cross Encoder	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:ncbi-medcpt-query-encoder-tei-cuda-1-9@hf-d83a36c-tei-cuda-1-9-3	MedCPT Query Encoder	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:neuml-pubmedbert-base-embeddings-matryoshka-tei-cuda-1-9@hf-723775e-tei-cuda-1-9-3	PubMedBERT Base Embeddings Matryoshka	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:neuml-pubmedbert-base-embeddings-tei-100-latest@hf-b79526d-tei-100-latest	PubMedBERT Base Embeddings	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:neuml-pubmedbert-base-embeddings-tei-cuda-1-9@hf-b79526d-tei-cuda-1-9-3	PubMedBERT Base Embeddings	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:neuml-pubmedbert-base-embeddings-vllm-cuda13@hf-b79526d-vllm-0-21-0-cuda13-pooling	PubMedBERT Base Embeddings	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nomic-ai-nomic-embed-text-v1-5-tei-cuda-1-9@tei-cuda-1-9-3	Nomic Embed Text v1.5	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nomic-ai-nomic-embed-text-v2-moe-tei-cuda-1-9@tei-cuda-1-9-3	Nomic Embed Text v2 MoE	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-cosmos-embed1@1-1-0	NVIDIA Cosmos Embed1	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-cosmos-policy-aloha-predict2-b300-optimized@b300-optimized	NVIDIA Cosmos Policy ALOHA Predict2 2B (B300 Optimized)	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-cosmos-policy-aloha-predict2-cuda12@cuda12	NVIDIA Cosmos Policy ALOHA Predict2 2B	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-cosmos-policy-aloha-predict2-cuda13@cuda13	NVIDIA Cosmos Policy ALOHA Predict2 2B (CUDA 13, B300)	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-cosmos-policy-libero-predict2-b300-optimized@b300-optimized	NVIDIA Cosmos Policy LIBERO Predict2 2B (B300 Optimized)	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-cosmos-policy-libero-predict2-cuda12@cuda12	NVIDIA Cosmos Policy LIBERO Predict2 2B	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-cosmos-policy-libero-predict2-cuda13@cuda13	NVIDIA Cosmos Policy LIBERO Predict2 2B (CUDA 13)	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-cosmos-policy-libero-predict2-fp8@fp8	NVIDIA Cosmos Policy LIBERO 2B (FP8, Blackwell/Hopper)	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-cosmos-predict1-7b-text2world@1-0-0	NVIDIA Cosmos Predict1 7B Text2World	forge-manifests	active	unresolved	R05-closed-image	high	false	no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
forge:nvidia-cosmos-predict1-7b-video2world@1-0-0	NVIDIA Cosmos Predict1 7B Video2World	forge-manifests	active	unresolved	R05-closed-image	high	false	no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
forge:nvidia-cosmos-predict2-5-2b@2-5-2b-wrapper-staged	NVIDIA Cosmos Predict2.5 2B	forge-manifests	active	unresolved	R05-closed-image	high	false	access-gate:hf-token-required;access-gate:no-public-image-reference;no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
forge:nvidia-cosmos-reason1-7b@v1	NVIDIA Cosmos Reason 1 (7B)	forge-manifests	active	unresolved	R05-closed-image	high	false	no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
forge:nvidia-cosmos-reason2-2b@2b-nim-1-7-0	NVIDIA Cosmos Reason 2 (2B)	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-cosmos-reason2-8b@v1	NVIDIA Cosmos Reason 2 (8B)	forge-manifests	active	unresolved	R05-closed-image	high	false	no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
forge:nvidia-cosmos-transfer2-5-2b@1-0-0	NVIDIA Cosmos Transfer2.5 2B	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:artifact-gated-upstream;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-cosmos3-nano-vllm-omni@public-20260531-vllm-omni-cuda13	NVIDIA Cosmos 3 Nano vLLM-Omni	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:hf-token-required;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-cosmos3-omni-nano@nano-bf16	NVIDIA Cosmos 3 Omni (Nano)	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:hf-token-required;access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-cosmos3-omni-super@super-bf16	NVIDIA Cosmos 3 Omni (Super)	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:hf-token-required;access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-cosmos3-reasoner-nano@nano-bf16	NVIDIA Cosmos 3 Reasoner (Nano)	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:hf-token-required;access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-cosmos3-reasoner-super@super-bf16	NVIDIA Cosmos 3 Reasoner (Super)	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:hf-token-required;access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-genmol-2-0-0-nim@nim-2-0-0-candidate	GenMol NIM	forge-manifests	active	unresolved	R06-family-proven	medium	false	digest-rebind-required	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-isaac-gr00t-n1-7-3b@N1.7-3B-wrapper-3df8b382-buildx-01z	NVIDIA Isaac GR00T N1.7 3B	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:hf-token-required;access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-llama-3-1-nemotron-nano-8b-healthcare-text2sql-nim@nim-1-15-1-candidate	Llama 3.1 Nemotron Nano 8B Healthcare Text2SQL	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-llama-3-3-nemotron-super-49b-healthcare-text2sql-nim@nim-1-15-1-super-49b-candidate	Llama 3.3 Nemotron Super 49B Healthcare Text2SQL	forge-manifests	active	unresolved	R05-closed-image	high	false	no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
forge:nvidia-llama-nemotron-rerank-1b-v2-nim@nim-1-10-0-rofs-wrapper-2026-05-27	NVIDIA Llama Nemotron Rerank 1B v2	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-maisi-nim@nim-1-0-1-latest-digest	NVIDIA MAISI	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-molmim-nim@nim-1-0-0-regional-mirror-20260605	MolMIM NIM	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-nemoguard-jailbreak-detect-nim@nim-1-0-0-digest-6ab02c7-20260602	NVIDIA NemoGuard Jailbreak Detect	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-nemotron-nano-12b-v2-vl-nim@nim-1-5-0	NVIDIA Nemotron Nano 12B V2 VL	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:nvidia-proteina-complexa-protein-target-160m-v1@protein-target-160m-v1	NVIDIA Proteina-Complexa Protein Target 160M	forge-manifests	active	unresolved	R05-closed-image	high	false	access-gate:no-public-image-reference;no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
forge:nvidia-proteinmpnn-nim@nim-1-1-0-ngc-blocked	ProteinMPNN NIM	forge-manifests	active	unresolved	R05-closed-image	high	false	digest-rebind-required;no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
forge:nvidia-vista3d-nim@nim-1-0-0-digest	NVIDIA VISTA-3D	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:catalog-disabled;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:openai-gpt-oss-120b-vllm@vllm-0-21-0-cuda13	OpenAI gpt-oss 120B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:openai-gpt-oss-20b-vllm@vllm-0-21-0-cuda13	OpenAI gpt-oss 20B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:openbmb-minicpm4-8b-vllm-cuda13@vllm-0-21-0-cuda13	MiniCPM4 8B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:openbmb-minicpm5-1b-vllm-cuda13@vllm-0-21-0-cuda13	MiniCPM5 1B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:openfold3-nim-b300-baseline@nim-1-4-0-b300-baseline	OpenFold3 NIM (B300 Baseline)	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:catalog-disabled;access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:openfold3-nim@nim-1-5-0-rc1-security-upgrade	OpenFold3 NIM	forge-manifests	active	unresolved	R06-family-proven	medium	false	digest-rebind-required	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:openmed-ner-diseasedetect-biomed-335m-wrapper-cuda12@hf-a62e2a2-cuda12-cvefix-20260604t05z-r2	OpenMed DiseaseDetect BioMed 335M	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:openmed-pathology-ner-tiny-wrapper-cuda12@hf751c87f-gliner026-cvefix-20260605	OpenMed ZeroShot NER Pathology Tiny 60M	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:openmed-zeroshot-ner-pathology-tiny-60m-wrapper-cuda12-draft@hf751c87f-gliner026-cvefix-20260604t01z	OpenMed ZeroShot NER Pathology Tiny 60M	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:openmm-md-8-5-1-wrapper@8.5.1-cuda12-wrapper-profiler-optimized-20260604	OpenMM Molecular Dynamics	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:openmoss-team-mova-360p-sglang@360p	MOVA 360p	forge-manifests	active	unresolved	R07-unassessed	low	true	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK;G-STORAGE	conventional-pull-and-load	measurement-required	
forge:openmoss-team-mova-720p-sglang@720p	MOVA 720p	forge-manifests	active	unresolved	R07-unassessed	low	true	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK;G-STORAGE	conventional-pull-and-load	measurement-required	
forge:openvla-7b@7b	OpenVLA 7B	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:panns-cnn14-audioset-cough@cnn14-map0431-forge-wrapper-20260706	PANNs CNN14 AudioSet Cough Baseline	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:potsu-potsu-bge-base-biomedical-matryoshka-v3-tei-cuda-1-9@hf-11fb0a4-tei-cuda-1-9-3	BGE Base Biomedical Matryoshka v3	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:potsu-potsu-medembed-small-biomedical-matryoshka-v2-tei-cuda-1-9@hf-0e64af8-tei-cuda-1-9-3	MedEmbed Small Biomedical Matryoshka v2	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:potsu-potsu-medembed-small-biomedical-matryoshka-v2-vllm-cuda13@hf-0e64af8-vllm-0-21-0-cuda13-pooling	MedEmbed Small Biomedical Matryoshka v2	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen2-5-7b-instruct-vllm-cuda13@hf-a09a354-vllm-0-21-0-cuda13	Qwen2.5 7B Instruct	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
