id	canonical_key	name	source	availability_class	evidence_tier	gates	workload_class	runtime_family	api_style	endpoint_path	min_gpus	min_vram_gb	gpu_sku_compat_true	image_upstream_ref	image_digest	image_size_bytes	artifact_size_bytes	cache_bytes	snapshot_eligibility	startup_path	t0_to_call2_p50_s	license	fixtures_status	local_bytes_known
forge:facebook-esm-2-650m-protein-embedding@hf-08e4846-wrapper-20260427-timing	hf:facebook/esm2_t33_650M_UR50D	ESM-2 650M Protein Embeddings	forge-manifests	gated	measured-source	no-public-image-reference	embedding	custom	custom-http	/v1/inference/facebook-esm-2-650m-protein-embedding	1	16	B200|B300|H200|L40S		sha256:5ff160340afe93ea0be03af3da9061b6a8f05d26aff3c390e403328bc952a27d	4888071019			candidate-unproven	conventional-pull-and-load		mit	example-only	4888071019
forge:facebook-esmfold-v1@hf-75a3841-wrapper-20260521-pdb-adapter-fix	hf:facebook/esmfold_v1	ESMFold	forge-manifests	gated	measured-source	no-public-image-reference	life-science	custom	custom-http	/v1/inference/facebook-esmfold-v1	1	24	B200|B300|H200|L40S|RTX6000		sha256:a83c6dd1481e408240583f718845cdf0220a9d8c57854aa9a3e4dd948d47f822	4527823318			candidate-unproven	conventional-pull-and-load		mit	example-only	4527823318
forge:flagrelease-robobrain2-32b-flagos-nvidia@32b-flagos-nvidia	hf:FlagRelease/RoboBrain2.0-32B-FlagOS	FlagRelease RoboBrain2.0 32B FlagOS NVIDIA	forge-manifests	gated	catalog-listed	hf-token-required	physical-ai	custom	openai-compatible	/v1/chat/completions	1	80		harbor.baai.ac.cn/flagrelease-public/flagrelease-nvidia-release-model_robobrain2.0-32b-tree_none-gems_2.2-scale_0.8.0-cx_none-python_3.12.10-torch_2.7.0-pcp_cuda12.2-gpu_nvidia004-arc_amd64-driver_535.183.06:2508011525	sha256:bd630f389828979c70bde09d3a58b4a859d9df2fa2c1340fd1e86cb21dd4261a	33933280992			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	33933280992
forge:google-hear-health-acoustic-embeddings@hear-tensorflow-1-0-0-wrapper-20260706	hf:google/hear	Google HeAR Health Acoustic Embeddings	forge-manifests	gated	measured-source	hf-token-required|no-public-image-reference	healthcare	custom	custom-http	/v1/inference/google-hear-health-acoustic-embeddings	1	16	H100|H200|L40S		sha256:87c15cc3b52e36d1ebb56de358cb84745284c046493f9fbb49a58c90d27aaf11				candidate-unproven	conventional-pull-and-load		Health AI Developer Foundations terms of use; code examples under Apache-2.0 where applicable	example-only	0
forge:google-medgemma-1-5-4b-it-vllm-cuda13@hf-9185054-vllm-0-21-0-cuda13-gated	hf:google/medgemma-1.5-4b-it	MedGemma 1.5 4B IT	forge-manifests	gated	catalog-listed	hf-token-required	healthcare	vllm	openai-compatible	/v1/chat/completions	1	24		docker.io/vllm/vllm-openai:v0.21.0	sha256:a230095847e93bd4df9888b33dab956fa9504537b828a23657d2b26fed57b5c9	8669299461			candidate-unproven	conventional-pull-and-load		health-ai-developer-foundations; Apache-2.0 source-code components	example-only	8669299461
forge:gromacs-md-ngc-wrapper@ngc-2023.2-wrapper-20260602	forge-family:gromacs-md	GROMACS Molecular Dynamics	forge-manifests	gated	measured-source	no-public-image-reference	molecular-dynamics	custom-wrapper	custom-http	/v1/inference/gromacs-md-ngc-wrapper	1	8			sha256:44714aff8ab62fcbff6b8c4ab2c0b9934a2b5c03bc12f6dc5df4c9b3776f1bf7	1038112587			candidate-unproven	conventional-pull-and-load		LGPL-2.1-or-later; NVIDIA CUDA/HPC container terms	example-only	1038112587
forge:h-embodvis-puma@puma-domino-dynamic-35task	hf:H-EmbodVis/PUMA	H-EmbodVis PUMA	forge-manifests	gated	catalog-listed	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/h-embodvis-puma	1	40				3850964998			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	3850964998
forge:hierarchy-transformers-hit-minilm-l12-snomedct-tei-cuda-1-9@hf-f822e43-tei-cuda-1-9-3	hf:Hierarchy-Transformers/HiT-MiniLM-L12-SnomedCT	HiT MiniLM L12 SNOMED CT Embeddings	forge-manifests	discoverable	catalog-listed		embedding	tei	openai-compatible	/v1/embeddings	1	8		ghcr.io/huggingface/text-embeddings-inference:cuda-1.9	sha256:249a0bc87522bfe2f1012b4d194f0225878f47079115ada3aeb0b1ef257b402a	3110078263			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	3110078263
forge:huggingface-lerobot-pi0fast-base@base	hf:lerobot/pi0fast-base	Hugging Face LeRobot PI0Fast Base	forge-manifests	gated	catalog-listed	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/huggingface-lerobot-pi0fast-base	1	40				12028031067			candidate-unproven	conventional-pull-and-load		blocked: Hugging Face model card/API reports gemma; LeRobot docs report Apache-2.0	example-only	12028031067
forge:huggingface-lerobot-smolvla-base@base	hf:lerobot/smolvla_base	Hugging Face LeRobot SmolVLA Base	forge-manifests	gated	catalog-listed	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/huggingface-lerobot-smolvla-base	1	8			sha256:559e936918e01332845a71043e5452b58936df010ed083b08507176d3ac524a4	5693743510			candidate-unproven	conventional-pull-and-load		model-card-license-null; lerobot-source-apache-2.0	example-only	5693743510
forge:huggingface-lerobot-smolvla-libero-plus@libero-plus	hf:lerobot/smolvla_libero_plus	Hugging Face LeRobot SmolVLA Libero Plus	forge-manifests	gated	measured-source	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/huggingface-lerobot-smolvla-libero-plus	1	8	B200|B300|H200|L40S|RTX6000		sha256:8ed075bd440b31907b523951129dda35061681f2c87244963f3c98bff9c4dd1e	5693682815			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	5693682815
forge:huggingface-lerobot-smolvla-libero@libero	hf:lerobot/smolvla_libero	Hugging Face LeRobot SmolVLA Libero	forge-manifests	gated	measured-source	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/huggingface-lerobot-smolvla-libero	1	8	B200|B300|H200|L40S|RTX6000		sha256:8ed075bd440b31907b523951129dda35061681f2c87244963f3c98bff9c4dd1e	5693682815			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	5693682815
forge:huggingface-lerobot-smolvla-robocasa@robocasa	hf:lerobot/smolvla_robocasa	Hugging Face LeRobot SmolVLA RoboCasa	forge-manifests	gated	measured-source	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/huggingface-lerobot-smolvla-robocasa	1	8	B200|B300|H200|L40S|RTX6000		sha256:8ed075bd440b31907b523951129dda35061681f2c87244963f3c98bff9c4dd1e	5693682815			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	5693682815
forge:huggingface-lerobot-smolvla-robotwin@robotwin	hf:lerobot/smolvla_robotwin	Hugging Face LeRobot SmolVLA RobotWin	forge-manifests	gated	measured-source	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/huggingface-lerobot-smolvla-robotwin	1	8	B200|B300|H200|L40S|RTX6000		sha256:8ed075bd440b31907b523951129dda35061681f2c87244963f3c98bff9c4dd1e	5693682815			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	5693682815
forge:huggingface-lerobot-smolvla-vlabench@vlabench	hf:lerobot/smolvla_vlabench	Hugging Face LeRobot SmolVLA VLABench	forge-manifests	gated	measured-source	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/huggingface-lerobot-smolvla-vlabench	1	8			sha256:8ed075bd440b31907b523951129dda35061681f2c87244963f3c98bff9c4dd1e	5693682815			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	5693682815
forge:huggingface-lerobot-xvla-base@base	hf:lerobot/xvla-base	Hugging Face LeRobot X-VLA Base	forge-manifests	gated	measured-source	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/huggingface-lerobot-xvla-base	1	16	B200|B300|H200|L40S|RTX6000		sha256:36a084b321fa3c0b8e5868b3eefb4dfd4789302c110d575c7fe5e858db63c049	5693629882			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	5693629882
forge:huggingface-lerobot-xvla-google-robot@google-robot	hf:lerobot/xvla-google-robot	Hugging Face LeRobot X-VLA Google Robot	forge-manifests	gated	measured-source	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/huggingface-lerobot-xvla-google-robot	1	16	B200|B300|H200|L40S|RTX6000		sha256:36a084b321fa3c0b8e5868b3eefb4dfd4789302c110d575c7fe5e858db63c049	5693629882			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	5693629882
forge:huggingfacebio-carbon-3b-vllm-cuda13@hf-fe755cb-vllm-0-22-0-cuda13	hf:HuggingFaceBio/Carbon-3B	Carbon 3B	forge-manifests	verified	measured-source		life-science	vllm	openai-compatible	/v1/completions	1	120	H200	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	9219894117			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	9219894117
forge:huggingfacetb-smollm3-3b-vllm-cuda13@vllm-0-21-0-cuda13	hf:HuggingFaceTB/SmolLM3-3B	SmolLM3 3B	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	24	B200|B300|H200|L40S|RTX6000	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	8669299461			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8669299461
forge:huggingfacetb-smollm3-3b-vllm@vllm-0-10-2-cuda12-8	hf:HuggingFaceTB/SmolLM3-3B	SmolLM3 3B	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	24	B200|H200|L40S|RTX6000	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	11465572690			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	11465572690
forge:ibm-granite-granite-3-3-8b-instruct-vllm-cuda13@vllm-0-21-0-cuda13	hf:ibm-granite/granite-3.3-8b-instruct	Granite 3.3 8B Instruct	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	48	B200|B300|H200|L40S|RTX6000	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	8669299461			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8669299461
forge:ibm-granite-granite-4-1-8b-vllm-cuda13@vllm-0-21-0-cuda13	hf:ibm-granite/granite-4.1-8b	Granite 4.1 8B	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	48	B200|B300|H200|L40S	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	8669299461			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8669299461
forge:ibm-granite-granite-embedding-small-english-r2-tei-cuda-1-9@tei-cuda-1-9-3	hf:ibm-granite/granite-embedding-small-english-r2	Granite Embedding Small English R2	forge-manifests	verified	measured-source		embedding	tei	openai-compatible	/v1/embeddings	1	8	B200|H200|L40S|RTX6000	ghcr.io/huggingface/text-embeddings-inference:cuda-1.9	sha256:249a0bc87522bfe2f1012b4d194f0225878f47079115ada3aeb0b1ef257b402a	3110096066			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	3110096066
forge:instadeep-nucleotide-transformer-v2-500m-multi-species-dna-embedding@hf-main-clawbio-dna-mlm-20260605	hf:InstaDeepAI/nucleotide-transformer-v2-500m-multi-species	Nucleotide Transformer v2 500M Multi-Species DNA Embeddings	forge-manifests	gated	measured-source	no-public-image-reference	embedding	custom	custom-http	/v1/inference/instadeep-nucleotide-transformer-v2-500m-multi-species-dna-embedding	1	24	H200		sha256:8bfaae2e3102e1c2987bcc6468efc3f6d59325b85edbdd708753af78afd0b902				candidate-unproven	conventional-pull-and-load		cc-by-nc-sa-4.0	example-only	0
forge:intfloat-multilingual-e5-large-instruct-tei-cuda-1-9@tei-cuda-1-9-3	hf:intfloat/multilingual-e5-large-instruct	Multilingual E5 Large Instruct	forge-manifests	verified	measured-source		embedding	tei	openai-compatible	/v1/embeddings	1	8	B200|H200|L40S|RTX6000	ghcr.io/huggingface/text-embeddings-inference:cuda-1.9	sha256:249a0bc87522bfe2f1012b4d194f0225878f47079115ada3aeb0b1ef257b402a	3110078263			candidate-unproven	conventional-pull-and-load		mit	example-only	3110078263
forge:ipec-spatialvla-4b-224-sft-bridge@4b-224-sft-bridge	hf:IPEC-COMMUNITY/spatialvla-4b-224-sft-bridge	IPEC SpatialVLA 4B SFT Bridge	forge-manifests	gated	catalog-listed	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/ipec-spatialvla-4b-224-sft-bridge	1	24				10463416580			candidate-unproven	conventional-pull-and-load		MIT model-card metadata; review required for google/paligemma2-3b-pt-224 Gemma base-model inheritance and missing upstream GitHub LICENSE file	example-only	10463416580
forge:laion-clap-htsat-fused-zero-shot-audio@hf365dea6-transformers53-20260706	hf:laion/clap-htsat-fused	LAION CLAP HTSAT Fused Zero-Shot Audio	forge-manifests	gated	measured-source	no-public-image-reference	healthcare	custom	custom-http	/zero_shot_audio_classification	1	8	B200|B300|H100|H200|L40S|RTX6000		sha256:14897357672294bdf95715cb43b27c1ba7aa09219dd9190690bc10b7cee4319e				candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	0
forge:lightricks-ltx-2-3-sglang@2.3-one-stage	hf:Lightricks/LTX-2.3	LTX-2.3	forge-manifests	gated	measured-source	no-public-image-reference	general	sglang	custom-http	/generate	1	48	B200|B300|H100|H200|RTX6000		sha256:cb03f929aee0e32d451bd4b1e442a0900d8d08132c2877a7ddcc9e168d4c911b		157004895857		candidate-unproven	conventional-pull-and-load		ltx-2-community-license-agreement	example-only	157004895857
forge:lokeshch19-modernpubmedbert-tei-cuda-1-9@hf-810bc50-tei-cuda-1-9-3-preflight	hf:lokeshch19/ModernPubMedBERT	ModernPubMedBERT Embeddings	forge-manifests	discoverable	catalog-listed		embedding	tei	openai-compatible	/v1/embeddings	1	8		ghcr.io/huggingface/text-embeddings-inference:cuda-1.9	sha256:249a0bc87522bfe2f1012b4d194f0225878f47079115ada3aeb0b1ef257b402a	3110078263			candidate-unproven	conventional-pull-and-load		mit	example-only	3110078263
forge:longsafari-hyenadna-medium-450k-dna-embedding@hf-main-hyenadna-medium-450k-20260606	hf:LongSafari/hyenadna-medium-450k-seqlen-hf	HyenaDNA Medium 450k DNA Embeddings	forge-manifests	gated	catalog-listed	no-public-image-reference	embedding	custom	custom-http	/v1/inference/longsafari-hyenadna-medium-450k-dna-embedding	1	16			sha256:bf5c6effc5f0de7e2c6484423c9a203e204e97d507c90b9df77d25430a8c031b				candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	0
forge:m42-health-llama3-med42-8b-vllm-cuda13@hf-ceab7e7-vllm-0-21-0-cuda13	hf:m42-health/Llama3-Med42-8B	Llama3 Med42 8B	forge-manifests	discoverable	catalog-listed		chat	vllm	openai-compatible	/v1/chat/completions	1	32		docker.io/vllm/vllm-openai:v0.21.0	sha256:a230095847e93bd4df9888b33dab956fa9504537b828a23657d2b26fed57b5c9	8669266122			candidate-unproven	conventional-pull-and-load		llama3	example-only	8669266122
forge:microsoft-bioemu-v1-1@bioemu-v1-1-bioemu-1-3-1-wrapper	forge-family:microsoft-bioemu	BioEmu v1.1	forge-manifests	gated	measured-source	no-public-image-reference	molecular-dynamics	custom	custom-http	/v1/inference/microsoft-bioemu-v1-1	1	24	H200|L40S		sha256:f233b41448b1a0ca261aa51255679e845dba02505e5a2ebab5536ca04fe19ffe	5146774747			candidate-unproven	conventional-pull-and-load		mit	example-only	5146774747
forge:microsoft-fara-7b-vllm-cuda12-8@vllm-0-10-2-cuda12-8-vision-chat-probe	hf:microsoft/Fara-7B	Fara-7B	forge-manifests	discoverable	catalog-listed		general	vllm	openai-compatible	/v1/chat/completions	1	48		docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	11465572690			candidate-unproven	conventional-pull-and-load		mit	example-only	11465572690
forge:microsoft-fara-7b-vllm-cuda13@vllm-0-21-0-cuda13-vision-chat-probe	hf:microsoft/Fara-7B	Fara-7B	forge-manifests	verified	measured-source		general	vllm	openai-compatible	/v1/chat/completions	1	48	B200|B300|H200|L40S|RTX6000	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	8669299461			candidate-unproven	conventional-pull-and-load		mit	example-only	8669299461
forge:microsoft-phi-4-mini-instruct-nim@nim-1-12-0	nvcr.io/nim/microsoft/phi-4-mini-instruct	Microsoft Phi-4 Mini Instruct	forge-manifests	verified	measured-source		chat	nim	openai-compatible	/v1/chat/completions	1	24	B200|H200|L40S|RTX6000	nvcr.io/nim/microsoft/phi-4-mini-instruct:1.12.0	sha256:e5ea112a599102ddd0dba60aea603a5e631ed16d2b7e4c467fb4c33c3e30ff7d	12887199385			candidate-unproven	conventional-pull-and-load		mit	example-only	12887199385
forge:microsoft-phi-4-mini-reasoning-vllm-cuda13@vllm-0-21-0-cuda13	hf:microsoft/Phi-4-mini-reasoning	Microsoft Phi-4 Mini Reasoning	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	24	B200|B300|H200|L40S|RTX6000	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	8669299461			candidate-unproven	conventional-pull-and-load		mit	example-only	8669299461
forge:mistralai-devstral-small-2507-vllm-cuda13@vllm-0-22-0-cuda13-tp1	hf:mistralai/Devstral-Small-2507	Devstral Small 1.1 2507	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	120	B200|B300|H200|RTX6000	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	9219894117			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	9219894117
forge:mistralai-ministral-3-3b-instruct-2512-vllm-cuda13@vllm-0-22-0-cuda13	hf:mistralai/Ministral-3-3B-Instruct-2512	Ministral 3 3B Instruct 2512	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	16	B200|B300|H100|H200|L40S	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	9219894117			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	9219894117
forge:mistralai-mistral-small-3-2-24b-instruct-2506-nim@nim-1-3-1	nvcr.io/nim/mistralai/mistral-small-3.2-24b-instruct-2506	Mistral Small 3.2 24B Instruct 2506	forge-manifests	verified	measured-source		chat	nim	openai-compatible	/v1/chat/completions	1	68	B200|H200	nvcr.io/nim/mistralai/mistral-small-3.2-24b-instruct-2506:1.3.1	sha256:c49a4c8ff468178d6a4866b1e34400d2160f92a4e099819d05930846b27bfe8c	12732994278			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	12732994278
forge:mit-ast-finetuned-audioset-10-10-0-4593-wrapper-cuda12@hf-f826b80-wrapper-cuda12-safetensors	hf:MIT/ast-finetuned-audioset-10-10-0.4593	MIT AST AudioSet Classifier	forge-manifests	gated	measured-source	no-public-image-reference	healthcare	custom-wrapper	custom-http	/audio_classification	1	8	B200|B300|H100|H200|L40S|RTX6000		sha256:6474fe00bdec227f88cf5048b06706ccf14dd976f6d9a0865314f8b34ef20211	9130803066			candidate-unproven	conventional-pull-and-load		bsd-3-clause	example-only	9130803066
forge:mit-diffdock-nim@nim-2-2-0-regional-mirror-onboarding	nvcr.io/nim/mit/diffdock	MIT DiffDock NIM	forge-manifests	verified	measured-source		life-science	nim	nim-native-http	/molecular-docking/diffdock/generate	1	24	H200	nvcr.io/nim/mit/diffdock:2.2.0	sha256:e1ff6c752579efe82b8c046035989f9bd15b22410bb3273e0c5aaa531214d96e	16446799159			candidate-family-proven	conventional-pull-and-load		NVIDIA Open Model License; MIT (upstream DiffDock); NVIDIA NIM terms	example-only	16446799159
forge:mixedbread-ai-mxbai-embed-large-v1-tei-cuda-1-9@tei-cuda-1-9-3	hf:mixedbread-ai/mxbai-embed-large-v1	Mixedbread Embed Large v1	forge-manifests	verified	measured-source		embedding	tei	openai-compatible	/v1/embeddings	1	8	B200|H200|L40S|RTX6000	ghcr.io/huggingface/text-embeddings-inference:cuda-1.9	sha256:249a0bc87522bfe2f1012b4d194f0225878f47079115ada3aeb0b1ef257b402a	3110096066			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	3110096066
forge:motus-robotics-motus@stage2-pretrained	hf:motus-robotics/Motus	Motus Robotics Motus	forge-manifests	gated	catalog-listed	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/motus-robotics-motus	1	41				3850856914			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	3850856914
forge:ncbi-medcpt-article-encoder-wrapper-cuda12@hf-d05a736-wrapper-cuda12-pair-tokenizer-ack	hf:ncbi/MedCPT-Article-Encoder	MedCPT Article Encoder	forge-manifests	gated	measured-source	no-public-image-reference	embedding	custom-wrapper	openai-compatible	/v1/embeddings	1	8	B200|B300|H200|L40S		sha256:dda4931ed2fdb2d6e46a4c1bbd2c7c69b497d292b1d0a555a8b8f2f549416762	7819155495			candidate-unproven	conventional-pull-and-load		public-domain	example-only	7819155495
forge:ncbi-medcpt-cross-encoder-tei-cuda-1-9@hf-71caf65-tei-cuda-1-9-3-preflight	hf:ncbi/MedCPT-Cross-Encoder	MedCPT Cross Encoder	forge-manifests	discoverable	catalog-listed		rerank	tei	custom-http	/rerank	1	8		ghcr.io/huggingface/text-embeddings-inference:cuda-1.9	sha256:249a0bc87522bfe2f1012b4d194f0225878f47079115ada3aeb0b1ef257b402a	3110078263			candidate-unproven	conventional-pull-and-load		public-domain	example-only	3110078263
forge:ncbi-medcpt-cross-encoder-wrapper-cuda12@hf-71caf65-wrapper-cuda12-safe-state-dict	hf:ncbi/MedCPT-Cross-Encoder	MedCPT Cross Encoder	forge-manifests	gated	measured-source	no-public-image-reference	retrieval	custom-wrapper	custom-http	/rerank	1	8	B200|B300|H200|L40S		sha256:7b7655d9bb2c0e4a92ae673b33a91485c91769a9e0e9bfb4277d9cee27883c31	7749696315			candidate-unproven	conventional-pull-and-load		public-domain	example-only	7749696315
forge:ncbi-medcpt-query-encoder-tei-cuda-1-9@hf-d83a36c-tei-cuda-1-9-3	hf:ncbi/MedCPT-Query-Encoder	MedCPT Query Encoder	forge-manifests	verified	measured-source		embedding	tei	openai-compatible	/v1/embeddings	1	8	B200|H200|L40S|RTX6000	ghcr.io/huggingface/text-embeddings-inference:cuda-1.9	sha256:249a0bc87522bfe2f1012b4d194f0225878f47079115ada3aeb0b1ef257b402a	3110078263			candidate-unproven	conventional-pull-and-load		public-domain	example-only	3110078263
forge:neuml-pubmedbert-base-embeddings-matryoshka-tei-cuda-1-9@hf-723775e-tei-cuda-1-9-3	hf:NeuML/pubmedbert-base-embeddings-matryoshka	PubMedBERT Base Embeddings Matryoshka	forge-manifests	verified	measured-source		embedding	tei	openai-compatible	/v1/embeddings	1	8	B200|H200|L40S|RTX6000	ghcr.io/huggingface/text-embeddings-inference:cuda-1.9	sha256:249a0bc87522bfe2f1012b4d194f0225878f47079115ada3aeb0b1ef257b402a	3110078263			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	3110078263
forge:neuml-pubmedbert-base-embeddings-tei-100-latest@hf-b79526d-tei-100-latest	hf:NeuML/pubmedbert-base-embeddings	PubMedBERT Base Embeddings	forge-manifests	discoverable	catalog-listed		embedding	tei	openai-compatible	/v1/embeddings	1	8		ghcr.io/huggingface/text-embeddings-inference:100-latest	sha256:943ef544a9baf4aa22fb1de9f8d39d133930340ef334bc8678ac57529b055c4d	3158963069			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	3158963069
forge:neuml-pubmedbert-base-embeddings-tei-cuda-1-9@hf-b79526d-tei-cuda-1-9-3	hf:NeuML/pubmedbert-base-embeddings	PubMedBERT Base Embeddings	forge-manifests	verified	measured-source		embedding	tei	openai-compatible	/v1/embeddings	1	8	B200|H200|L40S|RTX6000	ghcr.io/huggingface/text-embeddings-inference:cuda-1.9	sha256:249a0bc87522bfe2f1012b4d194f0225878f47079115ada3aeb0b1ef257b402a	3110078263			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	3110078263
forge:neuml-pubmedbert-base-embeddings-vllm-cuda13@hf-b79526d-vllm-0-21-0-cuda13-pooling	hf:NeuML/pubmedbert-base-embeddings	PubMedBERT Base Embeddings	forge-manifests	verified	measured-source		embedding	vllm	openai-compatible	/v1/embeddings	1	8	B200|B300|H200|L40S|RTX6000	docker.io/vllm/vllm-openai:v0.22.1	sha256:953d3a06d5e64ab582985cd7401289d3abf2a2c14ef2158e9a84313daeec77d7	8669299461			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8669299461
forge:nomic-ai-nomic-embed-text-v1-5-tei-cuda-1-9@tei-cuda-1-9-3	hf:nomic-ai/nomic-embed-text-v1.5	Nomic Embed Text v1.5	forge-manifests	discoverable	catalog-listed		embedding	tei	openai-compatible	/v1/embeddings	1	8		ghcr.io/huggingface/text-embeddings-inference:cuda-1.9	sha256:249a0bc87522bfe2f1012b4d194f0225878f47079115ada3aeb0b1ef257b402a	3110078263			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	3110078263
forge:nomic-ai-nomic-embed-text-v2-moe-tei-cuda-1-9@tei-cuda-1-9-3	hf:nomic-ai/nomic-embed-text-v2-moe	Nomic Embed Text v2 MoE	forge-manifests	verified	measured-source		embedding	tei	openai-compatible	/v1/embeddings	1	8	B200|H200|L40S|RTX6000	ghcr.io/huggingface/text-embeddings-inference:cuda-1.9	sha256:249a0bc87522bfe2f1012b4d194f0225878f47079115ada3aeb0b1ef257b402a	3110078263			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	3110078263
forge:nvidia-cosmos-embed1@1-1-0	nvcr.io/nim/nvidia/cosmos-embed1	NVIDIA Cosmos Embed1	forge-manifests	discoverable	catalog-listed		embedding	nim	unknown		1	24		nvcr.io/nim/nvidia/cosmos-embed1:1.1.0	sha256:9e2a4930f99f1bf04514ed8131500c935cc4d4688036637868b4aa3802d3e076				candidate-unproven	conventional-pull-and-load		nvidia-open-model-license	example-only	0
forge:nvidia-cosmos-policy-aloha-predict2-b300-optimized@b300-optimized	forge-family:nvidia-cosmos-policy-aloha-predict2	NVIDIA Cosmos Policy ALOHA Predict2 2B (B300 Optimized)	forge-manifests	gated	measured-source	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/nvidia-cosmos-policy-aloha-predict2-2b	1	16			sha256:e5ceb94100ca84f138be078c8fb5e2cf687bbb2521fd10d5a2fd69ba89258c96				candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	0
forge:nvidia-cosmos-policy-aloha-predict2-cuda12@cuda12	forge-family:nvidia-cosmos-policy-aloha-predict2	NVIDIA Cosmos Policy ALOHA Predict2 2B	forge-manifests	gated	measured-source	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/nvidia-cosmos-policy-aloha-predict2-2b	1	16			sha256:1ddd909131f7384c31b3b4fb7311de90a1536d4ee1f48fdb3d9d690755d78eee				candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	0
